# observed, predict
27.0000,24.0058
37.0000,33.6995
19.0000,20.8267
24.0000,21.8340
20.0000,19.9913
27.0000,24.0803
29.0000,26.8519
31.0000,29.0931
32.0000,29.8324
38.0000,34.7205
35.0000,31.6569
34.0000,31.2829
31.0000,29.7875
34.0000,32.9254
65.0000,59.6691
76.0000,66.4843
75.0000,65.4625
62.0000,54.6680
66.0000,59.6077
38.0000,33.8170
31.0000,27.6212
26.0000,24.7117
29.0000,26.8977
26.0000,25.3777
26.0000,25.0651
24.0000,23.6143
23.0000,22.9440
21.0000,21.7414
18.0000,19.9016
23.0000,22.6150
19.0000,21.0076
22.0000,22.2974
37.0000,35.4412
74.0000,62.8184
81.0000,67.6791
78.0000,67.0134
74.0000,65.9912
69.0000,63.4814
80.0000,69.1028
67.0000,60.2256
46.0000,41.2057
52.0000,47.8948
50.0000,45.4329
49.0000,43.9744
33.0000,30.3783
17.0000,20.2623
20.0000,19.7546
19.0000,19.3255
25.0000,23.5056
24.0000,23.6004
35.0000,32.8216
34.0000,31.8029
33.0000,30.6859
31.0000,30.2232
35.0000,35.0679
66.0000,62.2130
101.0000,71.9188
55.0000,48.6256
49.0000,46.6850
57.0000,56.1370
61.0000,58.9831
75.0000,67.5463
97.0000,71.7506
86.0000,70.0673
78.0000,67.4827
42.0000,37.6871
25.0000,24.6508
22.0000,21.4554
18.0000,18.5866
20.0000,19.6950
22.0000,21.8434
28.0000,27.4332
21.0000,23.2789
20.0000,21.6760
18.0000,19.9653
21.0000,21.5565
28.0000,27.9701
23.0000,25.8521
27.0000,28.3611
39.0000,39.3566
21.0000,25.5518
44.0000,43.1758
78.0000,66.4975
72.0000,64.0203
80.0000,68.7168
64.0000,56.6733
49.0000,43.4665
47.0000,42.0735
50.0000,45.1902
49.0000,43.3697
40.0000,34.5523
34.0000,30.1472
22.0000,22.6207
25.0000,23.4975
38.0000,35.6663
30.0000,28.5952
32.0000,29.4990
33.0000,30.9319
45.0000,42.8742
50.0000,47.4080
70.0000,63.2905
55.0000,47.7139
39.0000,35.7296
40.0000,39.3730
37.0000,37.9468
48.0000,49.3503
51.0000,51.4563
38.0000,38.3666
36.0000,36.3277
36.0000,36.3382
26.0000,28.2467
29.0000,29.3396
31.0000,30.6149
31.0000,29.9997
24.0000,24.7191
33.0000,31.5944
36.0000,35.0330
32.0000,31.3739
34.0000,33.3015
27.0000,28.5572
33.0000,33.6165
48.0000,49.4690
67.0000,63.9187
33.0000,33.3958
39.0000,36.7524
50.0000,48.6303
52.0000,49.6965
59.0000,56.8962
52.0000,48.2209
44.0000,40.1361
61.0000,57.1720
63.0000,57.7293
70.0000,62.7890
72.0000,63.5911
84.0000,68.5529
74.0000,63.8713
78.0000,66.9309
92.0000,70.2930
45.0000,39.4816
39.0000,35.6638
52.0000,50.0964
44.0000,41.0833
38.0000,36.8794
29.0000,30.9396
36.0000,36.5168
40.0000,40.6431
42.0000,42.7291
39.0000,40.1390
43.0000,44.3369
65.0000,63.1665
135.0000,72.4352
124.0000,72.6935
81.0000,69.6714
77.0000,69.1663
87.0000,71.3786
83.0000,70.6933
50.0000,48.0585
47.0000,47.3700
46.0000,46.5977
41.0000,41.2582
37.0000,37.6254
29.0000,30.9969
30.0000,31.1881
40.0000,40.3196
29.0000,30.2137
28.0000,28.6854
23.0000,25.4467
26.0000,27.1009
25.0000,27.0611
16.0000,21.6238
29.0000,29.5847
28.0000,31.0129
35.0000,37.3057
24.0000,28.6572
22.0000,25.7227
32.0000,32.5710
29.0000,30.7549
39.0000,39.4446
96.0000,68.0371
105.0000,71.6917
97.0000,71.3648
69.0000,59.8815
50.0000,43.3931
41.0000,36.2309
46.0000,42.9553
50.0000,46.8027
41.0000,37.1637
34.0000,30.9022
27.0000,26.0028
28.0000,26.3364
22.0000,22.5370
26.0000,24.9143
22.0000,22.9371
19.0000,20.9029
22.0000,21.9666
27.0000,25.8262
23.0000,23.7108
19.0000,21.0427
22.0000,22.8131
24.0000,25.1533
28.0000,29.3088
32.0000,33.2481
68.0000,61.7494
45.0000,41.3528
63.0000,58.5764
70.0000,63.5920
67.0000,60.2401
38.0000,35.0146
29.0000,27.4226
37.0000,33.8361
40.0000,36.5865
40.0000,36.2978
30.0000,28.0392
24.0000,23.4152
20.0000,20.4153
23.0000,21.6877
22.0000,21.7928
29.0000,27.1035
16.0000,19.4010
22.0000,20.7604
28.0000,25.8631
31.0000,29.3172
48.0000,46.9205
51.0000,49.0416
59.0000,56.8543
79.0000,68.4780
63.0000,56.1412
72.0000,64.9788
60.0000,53.5991
54.0000,48.5151
43.0000,38.8144
50.0000,46.9785
47.0000,43.7017
33.0000,31.0026
38.0000,35.0572
30.0000,28.1181
14.0000,18.3879
18.0000,18.2028
25.0000,23.3672
24.0000,23.8047
22.0000,22.2930
24.0000,23.4000
25.0000,24.9058
73.0000,60.5526
62.0000,57.6557
47.0000,43.8237
35.0000,34.4487
43.0000,42.8535
40.0000,39.5661
40.0000,39.4834
56.0000,55.6468
67.0000,63.0956
75.0000,66.6599
50.0000,43.8264
46.0000,41.4015
45.0000,41.4525
41.0000,37.0401
38.0000,34.2621
43.0000,39.1597
38.0000,34.3400
31.0000,28.8001
28.0000,26.8226
27.0000,26.0922
34.0000,32.8034
25.0000,27.3149
24.0000,26.6076
29.0000,30.4358
34.0000,34.6650
17.0000,22.8613
30.0000,29.3244
54.0000,54.1608
52.0000,50.2440
52.0000,50.5299
53.0000,51.9406
52.0000,50.3940
68.0000,63.7538
62.0000,57.0076
80.0000,67.9826
61.0000,53.5082
52.0000,46.9411
50.0000,46.4610
45.0000,41.2898
46.0000,42.2960
44.0000,40.4573
35.0000,32.5480
26.0000,25.9014
27.0000,26.0568
26.0000,25.5847
21.0000,22.4480
19.0000,20.6613
23.0000,23.0962
27.0000,27.5550
33.0000,34.5333
38.0000,39.6096
40.0000,40.7588
38.0000,38.4356
29.0000,31.1068
39.0000,39.8513
49.0000,49.9565
52.0000,51.4945
88.0000,69.6102
100.0000,71.8563
125.0000,72.7699
88.0000,70.4747
73.0000,64.7927
74.0000,65.8301
68.0000,60.5698
31.0000,29.9276
24.0000,23.2491
18.0000,19.2206
22.0000,20.4359
37.0000,35.1072
17.0000,21.5966
21.0000,21.5202
20.0000,21.3091
26.0000,25.3543
24.0000,24.9516
28.0000,27.7039
33.0000,32.6569
27.0000,28.3169
35.0000,35.1830
47.0000,47.7118
45.0000,44.1873
63.0000,60.8773
64.0000,60.3703
68.0000,63.3894
78.0000,68.2429
64.0000,56.8927
71.0000,63.5632
75.0000,65.0836
48.0000,39.5048
43.0000,36.3074
52.0000,48.1811
35.0000,31.8051
28.0000,25.8646
26.0000,24.6068
18.0000,19.8023
29.0000,26.7906
27.0000,26.9965
28.0000,27.7839
15.0000,19.9219
14.0000,17.4145
31.0000,29.4153
35.0000,36.3342
31.0000,32.7625
30.0000,31.5710
39.0000,39.6301
59.0000,58.4917
75.0000,67.4436
91.0000,71.2693
69.0000,61.7213
66.0000,61.4366
51.0000,46.3226
38.0000,34.9283
32.0000,30.5588
18.0000,21.2170
22.0000,21.1846
25.0000,23.7963
19.0000,20.6010
21.0000,21.0275
22.0000,21.8971
20.0000,20.4458
26.0000,23.8642
38.0000,35.5670
37.0000,34.6470
50.0000,47.7094
44.0000,40.3783
49.0000,45.9572
50.0000,48.0903
52.0000,50.4883
42.0000,40.8414
45.0000,44.0284
30.0000,31.4566
32.0000,31.6798
27.0000,27.5108
21.0000,22.4614
24.0000,23.0449
36.0000,33.3585
33.0000,30.8499
14.0000,18.8802
13.0000,15.7110
11.0000,13.8755
15.0000,15.4760
17.0000,17.3724
17.0000,18.0963
17.0000,18.4553
14.0000,17.0525
19.0000,19.2165
6.0000,13.5507
6.0000,10.5527
9.0000,11.2923
9.0000,11.7293
13.0000,14.4833
15.0000,16.2003
13.0000,15.2509
18.0000,17.3090
20.0000,18.9995
26.0000,23.4983
28.0000,25.8444
26.0000,24.4898
38.0000,34.2589
30.0000,26.1789
25.0000,21.8508
30.0000,25.9268
24.0000,21.9135
23.0000,21.1017
22.0000,20.5632
16.0000,17.0863
15.0000,15.7625
15.0000,15.4201
26.0000,22.1893
7.0000,12.9758
20.0000,16.8539
9.0000,12.6485
9.0000,11.2405
16.0000,14.8793
7.0000,11.1843
8.0000,10.2080
16.0000,15.0102
20.0000,19.2007
23.0000,22.2504
18.0000,19.5210
27.0000,24.4538
28.0000,26.0996
28.0000,25.9809
33.0000,29.7996
19.0000,20.4433
16.0000,17.0311
24.0000,21.0146
21.0000,19.8852
16.0000,16.9178
25.0000,21.9858
9.0000,14.3756
17.0000,15.7845
18.0000,16.8912
22.0000,19.7350
31.0000,27.2218
23.0000,21.6381
8.0000,13.5905
19.0000,16.3297
12.0000,14.1434
18.0000,17.0300
16.0000,16.8545
15.0000,16.2775
15.0000,16.0420
19.0000,18.4527
21.0000,20.4156
28.0000,25.4653
28.0000,25.5684
24.0000,22.5027
21.0000,20.3039
22.0000,20.5219
18.0000,18.3480
21.0000,19.5316
21.0000,19.8060
19.0000,18.5791
16.0000,17.0713
17.0000,17.3115
15.0000,16.3680
18.0000,17.5757
10.0000,13.6746
19.0000,16.9161
11.0000,13.9793
13.0000,13.8622
13.0000,13.9934
20.0000,17.9345
21.0000,19.5715
24.0000,21.9570
20.0000,20.0320
25.0000,22.8299
30.0000,27.1784
31.0000,27.9959
34.0000,30.1954
40.0000,35.4818
30.0000,26.7933
18.0000,19.1489
17.0000,17.3338
19.0000,17.9701
17.0000,17.2305
20.0000,18.7967
14.0000,15.9803
14.0000,15.0729
16.0000,15.8870
13.0000,14.5190
17.0000,16.2267
13.0000,14.5523
13.0000,14.1891
14.0000,14.7237
16.0000,16.1467
16.0000,16.4901
16.0000,16.6144
10.0000,13.6579
17.0000,16.4541
17.0000,17.6936
18.0000,18.5876
28.0000,25.5221
22.0000,21.8816
24.0000,21.8445
24.0000,21.7818
24.0000,21.7876
20.0000,19.4530
16.0000,16.7973
18.0000,17.1186
17.0000,16.7667
17.0000,16.7573
26.0000,22.6216
19.0000,19.0232
25.0000,21.9757
22.0000,20.4960
18.0000,17.9906
20.0000,18.6731
22.0000,20.1481
21.0000,19.8172
16.0000,16.9936
22.0000,19.7085
17.0000,17.7869
21.0000,19.6996
24.0000,22.2606
20.0000,20.3205
22.0000,20.9066
23.0000,21.7271
22.0000,21.1015
23.0000,21.4188
27.0000,24.1346
21.0000,20.5824
20.0000,19.4131
23.0000,21.2093
21.0000,20.4399
27.0000,24.4934
5.0000,14.2491
26.0000,21.4625
14.0000,16.8328
15.0000,16.0362
19.0000,18.1221
21.0000,19.8252
13.0000,15.8820
27.0000,23.1775
21.0000,20.7866
20.0000,19.6906
21.0000,20.0648
24.0000,22.0215
24.0000,22.4700
23.0000,21.9152
34.0000,30.4911
31.0000,28.3979
26.0000,24.3006
13.0000,17.0038
11.0000,13.9370
19.0000,17.4554
15.0000,16.6091
15.0000,16.2077
18.0000,17.5280
11.0000,13.8008
17.0000,16.1459
17.0000,16.7532
11.0000,13.9820
12.0000,13.5153
12.0000,13.4725
9.0000,11.7533
14.0000,14.1371
16.0000,15.8749
14.0000,15.2180
14.0000,14.9556
15.0000,15.4685
11.0000,13.6337
20.0000,18.1751
23.0000,21.5733
25.0000,22.9155
22.0000,20.2592
20.0000,18.6187
19.0000,17.9051
15.0000,15.7457
15.0000,15.1900
19.0000,17.4051
17.0000,16.8040
19.0000,17.7673
15.0000,15.8317
20.0000,17.8705
25.0000,21.7729
13.0000,15.5050
23.0000,19.5689
21.0000,19.5190
23.0000,20.8813
32.0000,28.0465
36.0000,31.6575
29.0000,25.5286
37.0000,32.2826
42.0000,37.3004
31.0000,27.8158
33.0000,29.1940
39.0000,34.8567
32.0000,28.3953
32.0000,28.1292
39.0000,34.7565
38.0000,33.3501
42.0000,37.1614
30.0000,27.1851
31.0000,27.4619
32.0000,28.7957
25.0000,23.9179
34.0000,30.9967
53.0000,50.0656
45.0000,39.3585
26.0000,25.0565
32.0000,29.6210
32.0000,30.3532
34.0000,32.4662
14.0000,20.4006
23.0000,22.3200
28.0000,27.1745
25.0000,25.6782
29.0000,28.4126
30.0000,29.3171
38.0000,36.4295
25.0000,26.3735
31.0000,29.7393
24.0000,25.1255
19.0000,20.8920
15.0000,17.8166
28.0000,25.2477
21.0000,22.2443
23.0000,23.0728
21.0000,21.9884
37.0000,34.8279
31.0000,30.2029
35.0000,32.5366
37.0000,34.0397
38.0000,34.6198
33.0000,29.9792
32.0000,28.8136
30.0000,27.3984
30.0000,27.7560
32.0000,29.7697
29.0000,27.7010
28.0000,27.0591
41.0000,38.7228
36.0000,33.5170
31.0000,28.4765
31.0000,28.3177
25.0000,23.7294
24.0000,22.8144
31.0000,28.3639
27.0000,25.8997
27.0000,25.6176
26.0000,25.4136
25.0000,24.8140
26.0000,25.8850
25.0000,25.3462
31.0000,29.9903
25.0000,25.7443
28.0000,27.0271
23.0000,23.6022
18.0000,19.9556
35.0000,31.9995
45.0000,43.2459
48.0000,44.5023
46.0000,41.7161
49.0000,44.9440
33.0000,31.0370
35.0000,31.8664
36.0000,32.9281
34.0000,30.9969
40.0000,37.1005
41.0000,37.8239
43.0000,39.3691
46.0000,42.2315
51.0000,47.0703
37.0000,33.3706
26.0000,25.1287
27.0000,25.6946
23.0000,23.0246
28.0000,26.4233
22.0000,22.7853
23.0000,22.7329
28.0000,27.0064
22.0000,24.0472
21.0000,23.3585
22.0000,23.6049
22.0000,23.3771
22.0000,22.9996
24.0000,24.1387
27.0000,26.3470
22.0000,23.3273
24.0000,24.0592
22.0000,23.0003
18.0000,20.4734
20.0000,20.8674
28.0000,26.7050
28.0000,27.5891
26.0000,25.5947
22.0000,22.2156
24.0000,22.5517
20.0000,20.3880
20.0000,19.7838
16.0000,17.6422
22.0000,20.4625
23.0000,21.9458
17.0000,18.6305
19.0000,18.6627
13.0000,15.7322
21.0000,19.1585
28.0000,25.4228
18.0000,19.9237
24.0000,22.1307
18.0000,19.0619
26.0000,23.1302
28.0000,25.5013
27.0000,24.8097
28.0000,25.6403
31.0000,28.2154
38.0000,34.5560
48.0000,43.9820
59.0000,53.5881
64.0000,56.4987
41.0000,34.0439
28.0000,24.3384
16.0000,17.9820
22.0000,19.6230
20.0000,19.5690
21.0000,20.1839
22.0000,20.9477
17.0000,18.2507
28.0000,24.9266
14.0000,17.9121
18.0000,17.9341
17.0000,17.5208
17.0000,17.5633
19.0000,18.7822
28.0000,25.5855
17.0000,19.7512
21.0000,20.5646
23.0000,22.4621
25.0000,24.4998
27.0000,26.5979
25.0000,25.4629
29.0000,27.9101
26.0000,25.5450
29.0000,26.5256
32.0000,28.6607
26.0000,24.1773
25.0000,23.2282
21.0000,20.7085
20.0000,19.6449
18.0000,18.5126
19.0000,18.6874
21.0000,19.8801
18.0000,18.3408
11.0000,14.6639
9.0000,12.4981
8.0000,11.3540
12.0000,13.1211
16.0000,15.9826
21.0000,19.6300
28.0000,25.5679
34.0000,31.1059
31.0000,28.2623
28.0000,25.8127
25.0000,23.5707
32.0000,28.8498
38.0000,34.8460
43.0000,39.1105
44.0000,39.1341
42.0000,36.4889
44.0000,38.4778
33.0000,28.8669
21.0000,20.8471
12.0000,15.6003
15.0000,15.4615
13.0000,14.6643
14.0000,14.7459
11.0000,13.1646
15.0000,14.7507
13.0000,14.2790
14.0000,14.8314
9.0000,12.6597
19.0000,17.5703
9.0000,13.6767
19.0000,17.8085
17.0000,17.8896
24.0000,22.4588
23.0000,22.7906
31.0000,29.0350
31.0000,29.5789
38.0000,35.4856
40.0000,36.9248
36.0000,32.6279
27.0000,25.3297
38.0000,33.6055
41.0000,36.0867
38.0000,32.4175
32.0000,27.5181
32.0000,27.7895
32.0000,28.0029
41.0000,36.8534
37.0000,32.3548
32.0000,27.7874
33.0000,29.1245
27.0000,24.6990
21.0000,20.7836
28.0000,25.1921
37.0000,34.3888
27.0000,26.4118
33.0000,30.8896
29.0000,28.3391
46.0000,44.8826
28.0000,29.2424
34.0000,32.2884
35.0000,33.3357
35.0000,33.1963
37.0000,35.5928
46.0000,44.7374
41.0000,38.4252
43.0000,39.9663
43.0000,40.2620
43.0000,40.3836
42.0000,39.5833
39.0000,36.6455
43.0000,40.4434
40.0000,36.9033
39.0000,35.5978
30.0000,28.6596
24.0000,24.5220
8.0000,16.2150
16.0000,16.8034
17.0000,18.1525
16.0000,18.2227
13.0000,16.3411
14.0000,16.2728
14.0000,16.0060
18.0000,18.3372
12.0000,15.8776
21.0000,20.0382
16.0000,18.5014
12.0000,15.8813
8.0000,12.6879
10.0000,12.4974
10.0000,12.6090
10.0000,12.6386
11.0000,13.2019
13.0000,14.5351
13.0000,14.8668
12.0000,13.9769
11.0000,12.7735
7.0000,9.6653
9.0000,9.6545
13.0000,12.1560
14.0000,13.5747
10.0000,11.3629
